145.5,33,44,0.25,1
146,35,45,0.83333,1
147,35,45,0.16667,1
147.5,35,45,0.25,1
148,40,48,1.33333,1
149.5,40,48,0.25,1
150,40,48,0.83333,1
151,35,45,0.83333,1
152,40,48,1.33333,1
153.5,40,48,0.25,1
154,40,48,0.83333,1
155,35,45,0.83333,1
156,40,48,1.16667,1
157.5,40,48,0.25,1
158,40,48,1.33333,1
159.5,40,48,0.25,1
160,33,44,1.16667,1
161.5,33,44,0.25,1
162,35,45,0.83333,1
163,35,45,0.16667,1
163.5,35,45,0.25,1
164,40,48,1.16667,1
165.5,40,48,0.25,1
166,40,48,1,1
167,35,45,0.25,1
167.5,40,48,0.25,1
168,33,44,1.16667,1
169.5,33,44,0.25,1
170,35,45,0.83333,1
171,35,45,0.16667,1
171.5,35,45,0.25,1
172,40,48,1.16667,1
173.5,40,48,0.25,1
174,40,48,1.33333,1
175.5,40,48,0.25,1
176,33,44,1.16667,1
177.5,33,44,0.25,1
178,35,45,0.83333,1
179,35,45,0.16667,1
179.5,35,45,0.25,1
180,37,46,1.25,1
181.5,37,46,0.25,1
182,37,46,0.66667,1
183,37,46,0.66667,1
184,37,46,1.25,1
185.5,37,46,0.33333,1
186,37,46,0.75,1
187,37,46,0.75,1
188,32,43,0.83333,1
189,32,43,0.16667,1
189.5,32,43,0.25,1
190,32,43,0.75,1
191,32,43,0.25,1
191.5,32,43,0.33333,1
192,32,43,0.83333,1
193,32,43,0.16667,1
193.5,32,43,0.25,1
194,32,43,0.75,1
195,28,41,0.5,1
195.5,30,42,0.5,1
196,30,42,0.5,1
196.5,34,44,0.75,1
197.5,37,46,0.83333,1
198.5,39,47,0.33333,1
199,37,46,0.66667,1
200,37,46,0.5,1
200.5,39,47,0.5,1
201.5,37,46,0.83333,1
202.5,39,47,0.5,1
203,37,46,0.33333,1
203.5,34,44,0.33333,1
204,33,44,0.25,1
204.5,33,44,0.25,1
205,33,44,0.25,1
205.5,33,44,0.25,1
206,33,44,0.25,1
206.5,33,44,0.25,1
207,33,44,0.33333,1
207.5,33,44,0.25,1
208,35,45,0.33333,1
208.5,35,45,0.25,1
209,35,45,0.25,1
209.5,35,45,0.25,1
210,35,45,0.25,1
210.5,35,45,0.25,1
211,35,45,0.25,1
211.5,35,45,0.25,1
212,40,48,1.16667,1
213.5,40,48,0.25,1
214,40,48,1.33333,1
215.5,40,48,0.25,1
216,33,44,1.16667,1
217.5,33,44,0.25,1
218,35,45,0.83333,1
219,35,45,0.16667,1
219.5,35,45,0.25,1
220,40,48,1.16667,1
221.5,40,48,0.25,1
222,40,48,1,1
223.16667,35,45,0.25,1
223.5,40,48,0.25,1
224,33,44,1.16667,1
225.5,33,44,0.25,1
226,35,45,0.83333,1
227,35,45,0.16667,1
227.5,35,45,0.25,1
228,40,48,1.16667,1
