7.5,43,50,0.33333,7
8,36,46,0.33333,7
8.5,36,46,0.5,7
9.5,43,50,0.33333,7
10,36,46,0.33333,7
10.5,36,46,0.5,7
11.5,43,50,0.33333,7
12,36,46,0.33333,7
12.5,36,46,0.5,7
13.5,43,50,0.33333,7
14,36,46,0.33333,7
14.5,36,46,0.5,7
15.5,43,50,0.33333,7
16,36,46,0.33333,7
16.5,36,46,0.5,7
17.5,43,50,0.33333,7
18,36,46,0.33333,7
18.5,36,46,0.5,7
19.5,43,50,0.33333,7
20,36,46,0.33333,7
20.5,36,46,0.5,7
21.5,43,50,0.33333,7
22,36,46,0.33333,7
22.5,36,46,0.5,7
23.5,43,50,0.33333,7
24,36,46,0.33333,7
24.5,36,46,0.5,7
25.5,43,50,0.33333,7
26,36,46,0.33333,7
26.5,36,46,0.5,7
27.5,43,50,0.33333,7
28,41,49,0.33333,7
28.5,41,49,0.5,7
29.5,43,50,0.33333,7
30,41,49,0.33333,7
30.5,41,49,0.5,7
31.5,43,50,0.33333,7
32,36,46,0.33333,7
32.5,36,46,0.5,7
33.5,43,50,0.33333,7
34,36,46,0.33333,7
34.5,36,46,0.5,7
35.5,43,50,0.33333,7
36,41,49,0.33333,7
36.5,41,49,0.5,7
37.5,43,50,0.33333,7
38,41,49,0.33333,7
38.5,41,49,0.5,7
39.5,43,50,0.33333,7
40,36,46,0.33333,7
40.5,36,46,0.5,7
41.5,43,50,0.33333,7
42,36,46,0.33333,7
42.5,36,46,0.5,7
43.5,43,50,0.33333,7
44,41,49,0.33333,7
44.5,41,49,0.5,7
45.5,43,50,0.33333,7
46,41,49,0.33333,7
46.5,41,49,0.5,7
47.5,43,50,0.33333,7
48,36,46,0.33333,7
48.5,36,46,0.5,7
49.5,43,50,0.33333,7
50,36,46,0.33333,7
50.5,36,46,0.5,7
51.5,43,50,0.33333,7
52,41,49,0.33333,7
52.5,41,49,0.5,7
53.5,43,50,0.33333,7
54,41,49,0.33333,7
54.5,41,49,0.5,7
55.5,43,50,0.33333,7
56,36,46,0.83333,7
57,36,46,0.83333,7
58,38,47,0.83333,7
59,38,47,0.83333,7
60,41,49,0.83333,7
61,41,49,0.83333,7
62,43,50,0.83333,7
