184.5,82,73,0.5,0
185,83,73,0.5,0
185.5,84,74,0.5,0
186,86,75,0.5,0
186.5,88,76,0.5,0
187,90,77,0.5,0
187.5,91,78,0.5,0
188,86,75,0.5,0
188.5,83,73,0.5,0
189,84,74,0.5,0
189.5,81,72,0.5,0
190,78,70,0.5,0
190.5,74,68,0.25,0
191,76,69,0.25,0
191.5,78,70,0.25,0
192,79,71,1,0
195,72,67,3,0
198,71,66,3,0
201,69,65,3,0
204,71,66,2,0
206,86,75,1.5,0
207.5,74,68,0.5,0
208,75,68,0.5,0
208.5,76,69,0.5,0
209,77,70,0.5,0
209.5,78,70,0.5,0
210,79,71,0.5,0
210.5,80,71,0.5,0
211,81,72,0.5,0
211.5,82,73,0.5,0
212,83,73,0.5,0
212.5,84,74,0.5,0
213,85,74,0.5,0
213.5,86,75,0.5,0
214,87,75,0.5,0
214.5,88,76,0.5,0
215,89,77,0.5,0
215.5,90,77,0.5,0
216,91,78,1,0
219,72,67,3,0
222,71,66,3,0
225,69,65,3,0
228,71,66,2,0
230,86,75,1.5,0
231.5,74,68,0.5,0
232,75,68,0.5,0
232.5,76,69,0.5,0
233,77,70,0.5,0
233.5,78,70,0.5,0
234,79,71,0.5,0
234.5,80,71,0.5,0
235,81,72,0.5,0
235.5,82,73,0.5,0
236,83,73,0.5,0
236.5,84,74,0.5,0
237,85,74,0.5,0
237.5,86,75,0.5,0
238,87,75,0.5,0
238.5,88,76,0.5,0
239,89,77,0.5,0
239.5,90,77,0.5,0
240,91,78,1,0
244,86,75,1.25,0
245.25,84,74,0.25,0
245.5,83,73,0.25,0
245.75,81,72,0.25,0
246,79,71,0.25,0
246.5,79,71,0.25,0
247,79,71,1,0
