265.75,37,46,0.16667,10
266.25,37,46,0.16667,10
266.75,37,46,0.16667,10
267,37,46,0.16667,10
267.25,37,46,0.16667,10
267.5,37,46,0.16667,10
267.75,37,46,0.16667,10
268,36,46,0.16667,10
268.25,36,46,0.16667,10
268.5,36,46,0.16667,10
268.75,36,46,0.16667,10
269.25,36,46,0.16667,10
269.75,36,46,0.16667,10
270,29,42,0.33333,10
270.5,29,42,0.25,10
270.75,29,42,0.25,10
271.25,29,42,0.16667,10
271.75,29,42,0.16667,10
272,37,46,0.33333,10
272.5,37,46,0.16667,10
272.75,37,46,0.25,10
273.5,37,46,0.16667,10
273.75,37,46,0.16667,10
274,37,46,0.33333,10
274.5,37,46,0.16667,10
274.75,37,46,0.16667,10
275,37,46,0.16667,10
275.25,37,46,0.16667,10
275.5,37,46,0.16667,10
275.75,37,46,0.16667,10
276,36,46,0.33333,10
276.5,36,46,0.25,10
276.75,36,46,0.25,10
277.25,36,46,0.16667,10
277.75,36,46,0.16667,10
278,29,42,0.16667,10
278.25,29,42,0.16667,10
278.5,29,42,0.16667,10
278.75,29,42,0.16667,10
279.25,29,42,0.16667,10
279.75,29,42,0.16667,10
280,34,45,0.25,10
280.5,34,45,0.16667,10
280.75,34,45,0.25,10
281.25,34,45,0.16667,10
281.75,34,45,0.16667,10
282.25,34,45,0.16667,10
282.75,34,45,0.16667,10
283,34,45,0.16667,10
283.25,34,45,0.16667,10
283.5,34,45,0.16667,10
283.75,34,45,0.16667,10
284,40,48,0.33333,10
284.5,40,48,0.16667,10
284.75,40,48,0.25,10
285.5,40,48,0.16667,10
285.75,40,48,0.16667,10
286,40,48,0.33333,10
286.5,40,48,0.16667,10
286.75,40,48,0.16667,10
288,38,47,0.16667,10
288.25,38,47,0.16667,10
288.5,38,47,0.16667,10
288.75,38,47,0.16667,10
289.25,38,47,0.16667,10
289.75,38,47,0.33333,10
290.25,38,47,0.16667,10
290.75,38,47,0.16667,10
291,38,47,0.16667,10
291.25,38,47,0.16667,10
291.5,38,47,0.16667,10
291.75,38,47,0.16667,10
292,37,46,0.25,10
292.5,37,46,0.16667,10
292.75,37,46,0.16667,10
293,37,46,0.16667,10
293.25,37,46,0.16667,10
293.5,49,53,0.16667,10
293.75,37,46,0.16667,10
294,30,42,0.16667,10
294.25,30,42,0.16667,10
294.5,30,42,0.16667,10
294.75,30,42,0.16667,10
295.25,30,42,0.16667,10
295.75,30,42,0.16667,10
296,38,47,0.33333,10
296.5,38,47,0.16667,10
296.75,38,47,0.25,10
297.5,38,47,0.16667,10
297.75,38,47,0.16667,10
298,38,47,0.33333,10
298.5,38,47,0.16667,10
298.75,38,47,0.16667,10
299,38,47,0.16667,10
299.25,38,47,0.16667,10
299.5,38,47,0.16667,10
299.75,38,47,0.16667,10
300,37,46,0.33333,10
300.5,37,46,0.25,10
300.75,37,46,0.25,10
301.25,37,46,0.16667,10
301.75,37,46,0.16667,10
302,30,42,0.16667,10
302.25,30,42,0.16667,10
302.5,30,42,0.16667,10
302.75,30,42,0.16667,10
304,38,47,0.25,10
304.5,38,47,0.16667,10
304.75,38,47,0.25,10
305.25,38,47,0.16667,10
305.75,38,47,0.16667,10
306.25,38,47,0.16667,10
306.75,38,47,0.16667,10
307,38,47,0.16667,10
307.25,38,47,0.16667,10
307.5,38,47,0.16667,10
307.75,38,47,0.16667,10
308,37,46,0.33333,10
308.5,37,46,0.25,10
308.75,37,46,0.25,10
309.25,37,46,0.16667,10
309.75,37,46,0.16667,10
310,30,42,0.16667,10
310.25,30,42,0.16667,10
310.5,30,42,0.16667,10
310.75,30,42,0.16667,10
