152.75,72,67,0.16667,4
153.25,72,67,0.16667,4
153.5,72,67,0.16667,4
154,72,67,0.16667,4
154.25,72,67,0.16667,4
154.75,72,67,0.16667,4
155,72,67,0.16667,4
155.25,72,67,0.16667,4
156,71,66,0.16667,4
156.25,71,66,0.16667,4
156.75,71,66,0.16667,4
157,71,66,0.16667,4
157.5,71,66,0.16667,4
157.75,71,66,0.16667,4
158.25,71,66,0.16667,4
158.5,71,66,0.16667,4
159,71,66,0.16667,4
159.25,71,66,0.16667,4
160,71,66,0.16667,4
160.5,71,66,0.16667,4
161,71,66,0.16667,4
161.5,71,66,0.16667,4
161.75,71,66,0.16667,4
162.25,71,66,0.16667,4
