141.25,76,69,0.25,0
141.5,68,64,0.25,0
141.75,71,66,0.25,0
142,68,64,0.25,0
142.25,71,66,0.25,0
142.5,74,68,0.25,0
142.75,64,62,0.25,0
143,72,67,0.25,0
143.25,74,68,0.25,0
143.5,65,62,0.25,0
143.75,71,66,0.25,0
144,76,69,0.25,0
144.25,83,73,0.25,0
144.5,78,70,0.25,0
144.75,75,68,0.25,0
145,76,69,0.25,0
145.25,68,64,0.25,0
145.5,71,66,0.25,0
145.75,74,68,0.25,0
146,65,62,0.25,0
146.25,71,66,0.25,0
146.5,76,69,0.25,0
146.75,68,64,0.25,0
147,71,66,0.25,0
147.25,80,71,0.25,0
147.5,86,75,0.25,0
147.75,77,69,0.25,0
148,80,71,0.25,0
148.25,69,65,0.25,0
148.5,71,66,0.25,0
148.75,78,70,0.25,0
149,68,64,0.25,0
149.25,71,66,0.25,0
149.5,76,69,0.25,0
149.75,80,71,0.25,0
150,71,66,0.25,0
150.25,76,69,0.25,0
150.5,65,62,0.25,0
150.75,72,67,0.25,0
151,76,69,0.25,0
151.25,64,62,0.25,0
