219.16667,79,71,0.33333,0
219.5,76,69,0.5,0
220,74,68,0.16667,0
220.16667,71,66,0.33333,0
220.5,67,64,0.5,0
221,71,66,0.25,0
221.25,72,67,0.25,0
221.5,74,68,0.5,0
222,79,71,0.5,0
222.5,69,65,0.5,0
223,72,67,0.16667,0
223.16667,71,66,0.33333,0
223.5,67,64,0.5,0
224,69,65,0.33333,0
224.33333,72,67,0.33334,0
224.66667,69,65,0.33333,0
225,74,68,0.16667,0
225.16667,72,67,0.33333,0
225.5,69,65,0.5,0
226,76,69,0.5,0
226.5,69,65,0.5,0
227,72,67,0.16667,0
227.16667,71,66,0.33333,0
227.5,67,64,0.5,0
228,69,65,0.33333,0
228.33333,72,67,0.33334,0
228.66667,69,65,0.33333,0
229,74,68,0.16667,0
229.16667,72,67,0.33333,0
